codon_index,identity_pos1,identity_pos2,identity_pos3,identity_codon_total,gc_pos1,gc_pos2,gc_pos3,identity_global
40,1.0,1.0,0.5,0.8333333333333334,0.0,0.5,0.25,0.8440084954169462
41,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
42,0.5,0.5,0.75,0.5833333333333334,0.5,0.75,0.25,0.8440084954169462
43,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
44,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.8440084954169462
45,0.75,0.75,0.5,0.6666666666666666,0.25,0.75,0.75,0.8440084954169462
46,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
47,0.75,0.75,0.5,0.6666666666666666,0.25,0.25,0.5,0.8440084954169462
48,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5555555555555555,0.25,0.25,0.5,0.8440084954169462
49,1.0,0.6666666666666666,0.6666666666666666,0.7777777777777777,0.0,0.0,0.5,0.8440084954169462
50,1.0,0.6666666666666666,0.6666666666666666,0.7777777777777777,0.75,0.25,0.25,0.8440084954169462
51,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.25,0.25,0.25,0.8440084954169462
52,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.8440084954169462
53,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.5,0.25,0.25,0.8440084954169462
54,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
55,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.25,0.25,0.8440084954169462
56,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
57,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.5,0.5,0.5,0.8440084954169462
58,0.5,0.5,0.5,0.5,0.25,0.0,0.5,0.8440084954169462
59,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.75,0.5,0.25,0.8440084954169462
60,0.5,0.5,0.5,0.5,0.25,0.0,0.25,0.8440084954169462
61,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5555555555555555,0.0,0.0,0.25,0.8440084954169462
62,0.5,0.5,0.5,0.5,0.25,0.0,0.25,0.8440084954169462
63,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5555555555555555,0.75,0.25,0.5,0.8440084954169462
64,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.5,0.25,0.8440084954169462
65,1.0,0.5,0.5,0.6666666666666666,0.0,0.25,0.25,0.8440084954169462
66,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.25,0.5,0.5,0.8440084954169462
67,0.25,0.5,0.75,0.5,0.5,0.5,0.0,0.8440084954169462
68,0.75,0.5,0.5,0.5833333333333334,1.0,0.5,0.75,0.8440084954169462
69,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.8440084954169462
70,0.5,0.75,0.5,0.5833333333333334,0.25,0.0,0.75,0.8440084954169462
71,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
72,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5555555555555555,0.5,0.75,0.25,0.8440084954169462
73,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
74,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5555555555555555,0.5,0.25,0.5,0.8440084954169462
75,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
76,0.25,0.5,0.75,0.5,0.5,0.5,1.0,0.8440084954169462
77,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.8440084954169462
78,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
79,0.5,0.5,0.5,0.5,0.0,0.5,0.75,0.8440084954169462
80,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
81,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.8440084954169462
82,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
83,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.0,0.5,0.8440084954169462
84,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
85,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.8440084954169462
86,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.8440084954169462
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8440084954169462
88,1.0,1.0,0.5,0.8333333333333334,0.0,0.0,0.25,0.8440084954169462
89,0.5,0.5,1.0,0.6666666666666666,0.25,0.25,0.5,0.8440084954169462
90,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
91,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.25,0.0,0.75,0.8440084954169462
92,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.8440084954169462
93,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.8440084954169462
94,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
95,0.75,0.75,0.5,0.6666666666666666,0.25,0.25,0.25,0.8440084954169462
96,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
97,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.8440084954169462
98,0.5,0.75,0.5,0.5833333333333334,0.5,0.25,0.5,0.8440084954169462
99,0.75,0.5,0.5,0.5833333333333334,0.25,0.25,0.5,0.8440084954169462
100,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.25,0.25,0.5,0.8440084954169462
101,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
102,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5555555555555555,0.0,0.0,0.25,0.8440084954169462
103,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
104,1.0,0.5,0.5,0.6666666666666666,0.5,0.0,0.5,0.8440084954169462
105,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.8440084954169462
106,1.0,0.5,0.5,0.6666666666666666,0.5,0.25,0.25,0.8440084954169462
107,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
108,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
109,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
110,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.5,0.5,0.75,0.8440084954169462
111,0.5,0.5,0.5,0.5,0.25,0.5,0.25,0.8440084954169462
112,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
113,0.5,1.0,0.5,0.6666666666666666,0.25,0.0,0.5,0.8440084954169462
114,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.0,0.5,0.25,0.8440084954169462
115,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
116,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5555555555555555,0.5,0.25,0.25,0.8440084954169462
117,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
118,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.25,0.25,0.8440084954169462
119,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.5,0.5,0.25,0.8440084954169462
120,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.8440084954169462
121,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5555555555555555,0.25,0.25,0.5,0.8440084954169462
122,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
123,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.8440084954169462
124,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
125,0.75,0.25,0.5,0.5,0.25,0.5,0.75,0.8440084954169462
126,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.8440084954169462
127,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.8440084954169462
128,0.5,1.0,0.5,0.6666666666666666,0.5,1.0,0.75,0.8440084954169462
129,0.5,0.5,0.5,0.5,0.25,0.25,0.75,0.8440084954169462
130,0.5,0.5,1.0,0.6666666666666666,0.75,0.25,1.0,0.8440084954169462
131,0.5,0.5,0.5,0.5,0.5,0.25,0.75,0.8440084954169462
132,0.5,0.75,0.5,0.5833333333333334,0.25,0.75,0.5,0.8440084954169462
133,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.25,0.25,0.8440084954169462
134,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
135,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.5,0.25,0.25,0.8440084954169462
136,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
137,0.6666666666666666,1.0,0.6666666666666666,0.7777777777777777,0.25,0.0,0.25,0.8440084954169462
138,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,0.0,0.75,0.8440084954169462
139,0.75,0.75,0.5,0.6666666666666666,0.25,0.0,0.75,0.8440084954169462
140,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
141,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5555555555555555,0.25,0.5,0.5,0.8440084954169462
142,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
143,0.5,0.5,0.5,0.5,0.25,0.0,0.25,0.8440084954169462
144,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.5,0.5,0.5,0.8440084954169462
145,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.5,0.5,0.25,0.8440084954169462
146,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
147,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5555555555555555,0.5,0.25,0.5,0.8440084954169462
148,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
149,0.5,1.0,0.5,0.6666666666666666,0.5,0.0,0.25,0.8440084954169462
150,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
151,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5555555555555555,0.5,0.5,0.5,0.8440084954169462
152,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
153,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,0.0,0.5,0.8440084954169462
154,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
155,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.8440084954169462
156,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.8440084954169462
157,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5555555555555555,0.25,0.25,0.25,0.8440084954169462
158,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
159,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,0.0,0.25,0.8440084954169462
160,0.75,0.5,0.5,0.5833333333333334,0.25,0.75,0.75,0.8440084954169462
161,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
162,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.8440084954169462
163,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
164,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5555555555555555,0.25,0.25,0.75,0.8440084954169462
165,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.8440084954169462
166,0.5,0.5,0.5,0.5,0.25,0.0,0.25,0.8440084954169462
167,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
168,0.5,0.5,0.5,0.5,0.75,0.25,0.5,0.8440084954169462
169,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.8440084954169462
170,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.25,0.0,0.75,0.8440084954169462
171,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
172,1.0,1.0,0.6666666666666666,0.8888888888888888,0.0,0.0,0.5,0.8440084954169462
173,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
174,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.5,0.25,0.25,0.8440084954169462
175,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.8440084954169462
176,1.0,0.3333333333333333,0.3333333333333333,0.5555555555555555,0.75,0.25,0.25,0.8440084954169462
177,0.5,0.5,0.5,0.5,0.5,0.25,0.75,0.8440084954169462
178,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
179,0.5,0.25,0.75,0.5,0.25,0.5,0.0,0.8440084954169462
180,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
181,1.0,0.6666666666666666,0.6666666666666666,0.7777777777777777,0.75,0.25,0.0,0.8440084954169462
182,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
183,0.6666666666666666,1.0,0.6666666666666666,0.7777777777777777,0.25,0.0,0.75,0.8440084954169462
184,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
185,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.5,0.25,0.5,0.8440084954169462
186,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.8440084954169462
187,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
188,0.5,0.75,0.5,0.5833333333333334,0.75,0.25,0.5,0.8440084954169462
189,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
190,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.8440084954169462
191,0.5,0.5,0.5,0.5,0.0,0.75,1.0,0.8440084954169462
192,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.0,0.5,0.5,0.8440084954169462
193,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5555555555555555,0.25,0.5,0.5,0.8440084954169462
194,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.5,0.0,0.5,0.8440084954169462
195,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
196,0.5,1.0,0.5,0.6666666666666666,0.5,0.5,0.25,0.8440084954169462
197,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
198,0.5,1.0,0.5,0.6666666666666666,1.0,0.0,0.25,0.8440084954169462
199,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
200,1.0,1.0,0.5,0.8333333333333334,0.5,0.0,0.5,0.8440084954169462
201,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
202,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.25,0.8440084954169462
203,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
204,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5555555555555555,0.5,0.5,0.75,0.8440084954169462
205,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
206,0.6666666666666666,1.0,0.6666666666666666,0.7777777777777777,0.25,0.0,0.5,0.8440084954169462
207,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
208,0.5,0.5,0.5,0.5,0.5,0.0,0.25,0.8440084954169462
209,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
210,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5555555555555555,0.5,0.0,0.25,0.8440084954169462
211,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
212,0.5,0.5,0.5,0.5,0.5,0.25,0.0,0.8440084954169462
213,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
214,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.25,0.25,0.75,0.8440084954169462
215,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
216,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.8440084954169462
217,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
218,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.5,0.25,0.5,0.8440084954169462
219,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
220,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.25,0.25,0.5,0.8440084954169462
221,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
222,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.8440084954169462
223,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
224,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.8440084954169462
225,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
226,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.25,0.75,0.8440084954169462
227,0.5,0.75,0.5,0.5833333333333334,0.5,0.0,0.5,0.8440084954169462
228,0.75,0.5,0.5,0.5833333333333334,1.0,0.25,0.5,0.8440084954169462
229,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
230,0.5,1.0,0.5,0.6666666666666666,0.25,0.5,0.25,0.8440084954169462
231,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
232,0.75,0.5,0.5,0.5833333333333334,0.75,0.25,0.5,0.8440084954169462
233,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
234,0.75,0.5,0.25,0.5,0.25,0.5,0.5,0.8440084954169462
235,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
236,0.5,0.5,0.5,0.5,0.0,0.0,0.75,0.8440084954169462
237,0.5,0.5,0.5,0.5,0.0,0.25,0.5,0.8440084954169462
238,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
239,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5555555555555555,0.5,0.5,0.25,0.8440084954169462
240,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
241,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.25,0.5,0.8440084954169462
242,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
243,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5555555555555555,0.5,0.25,0.5,0.8440084954169462
244,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
245,0.5,0.75,0.5,0.5833333333333334,0.5,0.25,0.5,0.8440084954169462
246,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
247,0.5,0.5,0.75,0.5833333333333334,0.75,0.25,0.75,0.8440084954169462
248,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
249,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.8440084954169462
250,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
251,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5555555555555555,0.25,0.25,0.5,0.8440084954169462
252,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
253,0.5,1.0,0.5,0.6666666666666666,0.25,0.0,0.0,0.8440084954169462
254,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
255,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5555555555555555,0.5,0.0,0.5,0.8440084954169462
256,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
257,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,0.25,0.5,0.8440084954169462
258,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
259,0.5,0.5,0.5,0.5,0.25,0.25,0.0,0.8440084954169462
260,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
261,1.0,0.5,0.5,0.6666666666666666,0.0,0.25,0.25,0.8440084954169462
262,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.8440084954169462
263,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
264,1.0,1.0,0.5,0.8333333333333334,0.0,0.0,0.25,0.8440084954169462
265,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
266,0.5,0.5,0.5,0.5,0.25,0.0,0.25,0.8440084954169462
267,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
268,0.5,0.5,0.5,0.5,0.25,0.5,0.25,0.8440084954169462
269,0.5,0.5,0.5,0.5,0.25,0.0,0.25,0.8440084954169462
270,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
271,1.0,0.5,1.0,0.8333333333333334,0.5,0.25,0.5,0.8440084954169462
272,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
273,1.0,0.5,0.5,0.6666666666666666,0.0,0.0,0.25,0.8440084954169462
274,0.5,0.5,1.0,0.6666666666666666,0.25,0.25,0.5,0.8440084954169462
275,1.0,0.5,0.5,0.6666666666666666,0.0,0.25,0.25,0.8440084954169462
276,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.8440084954169462
277,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.8440084954169462
278,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
279,1.0,0.5,1.0,0.8333333333333334,0.0,0.25,0.0,0.8440084954169462
280,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.8440084954169462
281,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
282,0.5,0.5,1.0,0.6666666666666666,0.25,0.25,0.0,0.8440084954169462
283,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
284,0.5,1.0,0.5,0.6666666666666666,0.25,0.5,0.0,0.8440084954169462
285,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
286,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
287,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.8440084954169462
288,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
289,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
290,1.0,0.5,0.5,0.6666666666666666,0.5,0.25,0.25,0.8440084954169462
291,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
292,0.5,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,0.8440084954169462
293,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
294,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.8440084954169462
295,0.5,0.5,0.5,0.5,0.5,0.25,0.0,0.8440084954169462
296,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.8440084954169462
297,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.8440084954169462
298,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
299,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
300,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
301,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
302,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.8440084954169462
303,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.8440084954169462
304,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.8440084954169462
305,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
306,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
307,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.8440084954169462
308,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.8440084954169462
309,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.8440084954169462
310,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.8440084954169462
311,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.8440084954169462
312,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.8440084954169462
313,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8440084954169462
